link,measureId
https://qpp.cms.gov/docs/cost_specifications/2023-12-18-mif-mspb-clinician.pdf,MSPB_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-13-mif-tpcc.pdf,TPCC_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-aki-new-hd.pdf,COST_AKID_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-colrec-rsct.pdf,COST_CRR_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-el-ha.pdf,COST_PHA_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-fihr.pdf,COST_FIHR_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-hd-access.pdf,COST_HAC_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-ich-cva.pdf,COST_IHCI_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-ip-copd.pdf,COST_COPDE_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-knee-arthro.pdf,COST_KA_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-l-fusion.pdf,COST_LSFDD_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-lgi-bleed.pdf,COST_LGH_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-lump-mast.pdf,COST_LPMSM_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-mel-rsct.pdf,COST_MR_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-ne-cabg.pdf,COST_NECABG_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-op-pci.pdf,COST_EOPCI_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-rleccli.pdf,COST_CCLI_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-rn-stone.pdf,COST_RUSST_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-sepsis.pdf,COST_S_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-ss-clnscpy.pdf,COST_SSC_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-stemi-pci.pdf,COST_STEMI_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-chron-copd.pdf,COST_ACOPD_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-diabetes.pdf,COST_D_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-cataract.pdf,COST_IOL_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-depression.pdf,COST_DEP_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-emergency.pdf,COST_EDV_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-heart-fail.pdf,COST_HF_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-low-back.pdf,COST_LBP_1
https://qpp.cms.gov/docs/cost_specifications/2023-12-05-mif-ebcm-psych.pdf,COST_PRC_1
